1,001,1,468,1860672
1,001,2,272,1990318
1,001,3,295,2049853
1,001,4,426,1970364
1,001,5,609,1863271
1,001,6,1006,1982649
1,001,7,1545,2261465
1,001,8,2532,2571217
1,001,9,4155,2521694
1,001,10,6782,2233643
1,001,11,11541,2034850
1,001,12,17367,1715609
1,001,13,23596,1524306
1,001,14,35706,1554949
1,001,15,42712,1540786
1,001,16,38472,1263631
1,001,17,24277,809668
1,001,18,16474,542929
1,001,19,0,0
2,001,1,377,1762039
2,001,2,200,1879871
2,001,3,230,1936946
2,001,4,345,1837415
2,001,5,572,1725363
2,001,6,1178,1866694
2,001,7,2239,2165721
2,001,8,4236,2503361
2,001,9,7126,2506221
2,001,10,9751,2296268
2,001,11,12875,2150624
2,001,12,15596,1892443
2,001,13,18205,1737043
2,001,14,23578,1761688
2,001,15,29261,1822961
2,001,16,29499,1620713
2,001,17,22563,1140174
2,001,18,19706,1034656
2,001,19,0,0
1,002,1,467,1860672
1,002,2,271,1990318
1,002,3,294,2049853
1,002,4,425,1970364
1,002,5,607,1863271
1,002,6,997,1982649
1,002,7,1533,2261465
1,002,8,2527,2571217
1,002,9,4127,2521694
1,002,10,6764,2233643
1,002,11,11518,2034850
1,002,12,17338,1715609
1,002,13,23562,1524306
1,002,14,35655,1554949
1,002,15,42616,1540786
1,002,16,38366,1263631
1,002,17,24175,809668
1,002,18,16390,542929
1,002,19,0,0
2,002,1,377,1762039
2,002,2,199,1879871
2,002,3,227,1936946
2,002,4,344,1837415
2,002,5,567,1725363
2,002,6,1171,1866694
2,002,7,2227,2165721
2,002,8,4219,2503361
2,002,9,7106,2506221
2,002,10,9725,2296268
2,002,11,12853,2150624
2,002,12,15580,1892443
2,002,13,18182,1737043
2,002,14,23546,1761688
2,002,15,29218,1822961
2,002,16,29429,1620713
2,002,17,22508,1140174
2,002,18,19642,1034656
2,002,19,0,0
1,003,1,0,1860672
1,003,2,1,1990318
1,003,3,7,2049853
1,003,4,8,1970364
1,003,5,9,1863271
1,003,6,27,1982649
1,003,7,56,2261465
1,003,8,145,2571217
1,003,9,302,2521694
1,003,10,559,2233643
1,003,11,800,2034850
1,003,12,948,1715609
1,003,13,909,1524306
1,003,14,998,1554949
1,003,15,1003,1540786
1,003,16,806,1263631
1,003,17,495,809668
1,003,18,271,542929
1,003,19,0,0
2,003,1,1,1762039
2,003,2,1,1879871
2,003,3,5,1936946
2,003,4,6,1837415
2,003,5,12,1725363
2,003,6,19,1866694
2,003,7,36,2165721
2,003,8,65,2503361
2,003,9,132,2506221
2,003,10,169,2296268
2,003,11,229,2150624
2,003,12,314,1892443
2,003,13,364,1737043
2,003,14,441,1761688
2,003,15,529,1822961
2,003,16,491,1620713
2,003,17,347,1140174
2,003,18,333,1034656
2,003,19,0,0
1,004,1,0,1860672
1,004,2,0,1990318
1,004,3,0,2049853
1,004,4,0,1970364
1,004,5,0,1863271
1,004,6,4,1982649
1,004,7,18,2261465
1,004,8,30,2571217
1,004,9,42,2521694
1,004,10,23,2233643
1,004,11,29,2034850
1,004,12,37,1715609
1,004,13,46,1524306
1,004,14,53,1554949
1,004,15,61,1540786
1,004,16,73,1263631
1,004,17,47,809668
1,004,18,34,542929
1,004,19,0,0
2,004,1,0,1762039
2,004,2,0,1879871
2,004,3,0,1936946
2,004,4,0,1837415
2,004,5,1,1725363
2,004,6,3,1866694
2,004,7,1,2165721
2,004,8,2,2503361
2,004,9,11,2506221
2,004,10,10,2296268
2,004,11,10,2150624
2,004,12,9,1892443
2,004,13,14,1737043
2,004,14,20,1761688
2,004,15,26,1822961
2,004,16,31,1620713
2,004,17,27,1140174
2,004,18,31,1034656
2,004,19,0,0
1,005,1,0,1860672
1,005,2,0,1990318
1,005,3,0,2049853
1,005,4,1,1970364
1,005,5,2,1863271
1,005,6,9,1982649
1,005,7,12,2261465
1,005,8,39,2571217
1,005,9,72,2521694
1,005,10,135,2233643
1,005,11,223,2034850
1,005,12,267,1715609
