1,001,1,1010,4248081
1,001,2,543,4222204
1,001,3,564,4205464
1,001,4,926,4216692
1,001,5,1140,4003880
1,001,6,1536,4023675
1,001,7,2121,4068090
1,001,8,3467,4211547
1,001,9,5645,4094290
1,001,10,9185,3532112
1,001,11,14874,2944579
1,001,12,19865,2211290
1,001,13,24579,1694856
1,001,14,31230,1421649
1,001,15,31767,1177108
1,001,16,25856,872378
1,001,17,15603,515022
1,001,18,10710,345758
1,001,19,0,0
2,001,1,782,4062382
2,001,2,430,4041673
2,001,3,480,4016579
2,001,4,700,3939104
2,001,5,1170,3738653
2,001,6,2081,3858839
2,001,7,3618,3945999
2,001,8,6200,4154190
2,001,9,10110,4073120
2,001,10,13165,3589331
2,001,11,15937,3046401
2,001,12,17046,2330989
2,001,13,17969,1857604
2,001,14,20594,1641115
2,001,15,22390,1486743
2,001,16,21155,1239416
2,001,17,15161,861138
2,001,18,14980,850639
2,001,19,0,0
1,002,1,1009,4248081
1,002,2,542,4222204
1,002,3,561,4205464
1,002,4,921,4216692
1,002,5,1132,4003880
1,002,6,1526,4023675
1,002,7,2099,4068090
1,002,8,3450,4211547
1,002,9,5614,4094290
1,002,10,9151,3532112
1,002,11,14833,2944579
1,002,12,19834,2211290
1,002,13,24540,1694856
1,002,14,31176,1421649
1,002,15,31709,1177108
1,002,16,25805,872378
1,002,17,15553,515022
1,002,18,10660,345758
1,002,19,0,0
2,002,1,781,4062382
2,002,2,430,4041673
2,002,3,477,4016579
2,002,4,695,3939104
2,002,5,1157,3738653
2,002,6,2065,3858839
2,002,7,3598,3945999
2,002,8,6171,4154190
2,002,9,10091,4073120
2,002,10,13140,3589331
2,002,11,15923,3046401
2,002,12,17028,2330989
2,002,13,17948,1857604
2,002,14,20573,1641115
2,002,15,22357,1486743
2,002,16,21117,1239416
2,002,17,15128,861138
2,002,18,14938,850639
2,002,19,0,0
1,003,1,5,4248081
1,003,2,5,4222204
1,003,3,12,4205464
1,003,4,17,4216692
1,003,5,21,4003880
1,003,6,37,4023675
1,003,7,78,4068090
1,003,8,147,4211547
1,003,9,322,4094290
1,003,10,543,3532112
1,003,11,869,2944579
1,003,12,848,2211290
1,003,13,834,1694856
1,003,14,858,1421649
1,003,15,737,1177108
1,003,16,533,872378
1,003,17,345,515022
1,003,18,220,345758
1,003,19,0,0
2,003,1,7,4062382
2,003,2,5,4041673
2,003,3,13,4016579
2,003,4,18,3939104
2,003,5,27,3738653
2,003,6,30,3858839
2,003,7,60,3945999
2,003,8,96,4154190
2,003,9,150,4073120
2,003,10,158,3589331
2,003,11,251,3046401
2,003,12,267,2330989
2,003,13,303,1857604
2,003,14,324,1641115
2,003,15,354,1486743
2,003,16,291,1239416
2,003,17,208,861138
2,003,18,225,850639
2,003,19,0,0
1,004,1,0,4248081
1,004,2,0,4222204
1,004,3,0,4205464
1,004,4,0,4216692
1,004,5,2,4003880
1,004,6,4,4023675
1,004,7,7,4068090
1,004,8,19,4211547
1,004,9,31,4094290
1,004,10,36,3532112
1,004,11,52,2944579
1,004,12,73,2211290
1,004,13,95,1694856
1,004,14,95,1421649
1,004,15,104,1177108
1,004,16,103,872378
1,004,17,51,515022
1,004,18,52,345758
1,004,19,0,0
2,004,1,0,4062382
2,004,2,0,4041673
2,004,3,0,4016579
2,004,4,0,3939104
2,004,5,0,3738653
2,004,6,0,3858839
2,004,7,1,3945999
2,004,8,7,4154190
2,004,9,4,4073120
2,004,10,5,3589331
2,004,11,8,3046401
2,004,12,8,2330989
2,004,13,8,1857604
2,004,14,12,1641115
2,004,15,25,1486743
2,004,16,32,1239416
2,004,17,18,861138
2,004,18,30,850639
2,004,19,0,0
1,005,1,1,4248081
1,005,2,1,4222204
1,005,3,1,4205464
1,005,4,1,4216692
1,005,5,5,4003880
1,005,6,8,4023675
1,005,7,22,4068090
1,005,8,39,4211547
1,005,9,77,4094290
1,005,10,150,3532112
1,005,11,226,2944579
1,005,12,223,2211290
1,005,13,208,1694856
1,005,14,205,1421649
1,005,15,155,1177108
1,005,16,98,872378
1,005,17,67,515022
1,005,18,34,345758
1,005,19,0,0
2,005,1,0,4062382
2,005,2,0,4041673
2,005,3,0,4016579
2,005,4,2,3939104
2,005,5,3,3738653
2,005,6,7,3858839
2,005,7,13,3945999
2,005,8,28,4154190
2,005,9,36,4073120
2,005,10,36,3589331
2,005,11,72,3046401
2,005,12,78,2330989
2,005,13,79,1857604
2,005,14,65,1641115
2,005,15,97,1486743
2,005,16,68,1239416
2,005,17,51,861138
2,005,18,58,850639
2,005,19,0,0
1,006,1,0,4248081
1,006,2,0,4222204
1,006,3,0,4205464
1,006,4,0,4216692
1,006,5,1,4003880
1,006,6,1,4023675
1,006,7,4,4068090
1,006,8,15,4211547
1,006,9,35,4094290
1,006,10,83,3532112
1,006,11,136,2944579
1,006,12,131,2211290
1,006,13,126,1694856
1,006,14,101,1421649
1,006,15,80,1177108
1,006,16,48,872378
1,006,17,29,515022
1,006,18,14,345758
1,006,19,0,0
2,006,1,0,4062382
2,006,2,0,4041673
2,006,3,0,4016579
2,006,4,1,3939104
2,006,5,0,3738653
2,006,6,0,3858839
