1,001,1,369,1572093
1,001,2,199,1687978
1,001,3,238,1765490
1,001,4,369,1767338
1,001,5,504,1585894
1,001,6,680,1540583
1,001,7,1041,1693121
1,001,8,1583,1884970
1,001,9,2672,1993139
1,001,10,4673,1834946
1,001,11,7778,1606832
1,001,12,10638,1225318
1,001,13,14376,980817
1,001,14,17817,827573
1,001,15,21018,762693
1,001,16,18173,597611
1,001,17,11204,365118
1,001,18,7115,228858
1,001,19,0,0
2,001,1,295,1503237
2,001,2,160,1610583
2,001,3,207,1672743
2,001,4,276,1690461
2,001,5,525,1570742
2,001,6,886,1530069
2,001,7,1717,1683821
2,001,8,3021,1901622
2,001,9,5178,2018688
2,001,10,7198,1866141
2,001,11,9372,1654976
2,001,12,10537,1299265
2,001,13,11570,1086280
2,001,14,13682,974531
2,001,15,16264,979987
2,001,16,15953,886478
2,001,17,12216,648417
2,001,18,11043,602444
2,001,19,0,0
1,002,1,367,1572093
1,002,2,199,1687978
1,002,3,236,1765490
1,002,4,362,1767338
1,002,5,500,1585894
1,002,6,675,1540583
1,002,7,1031,1693121
1,002,8,1570,1884970
1,002,9,2657,1993139
1,002,10,4655,1834946
1,002,11,7760,1606832
1,002,12,10616,1225318
1,002,13,14363,980817
1,002,14,17795,827573
1,002,15,20993,762693
1,002,16,18142,597611
1,002,17,11174,365118
1,002,18,7098,228858
1,002,19,0,0
2,002,1,294,1503237
2,002,2,160,1610583
2,002,3,205,1672743
2,002,4,274,1690461
2,002,5,519,1570742
2,002,6,881,1530069
2,002,7,1708,1683821
2,002,8,3005,1901622
2,002,9,5163,2018688
2,002,10,7177,1866141
2,002,11,9353,1654976
2,002,12,10522,1299265
2,002,13,11559,1086280
2,002,14,13660,974531
2,002,15,16242,979987
2,002,16,15921,886478
2,002,17,12199,648417
2,002,18,11024,602444
2,002,19,0,0
1,003,1,3,1572093
1,003,2,3,1687978
1,003,3,4,1765490
1,003,4,1,1767338
1,003,5,8,1585894
1,003,6,20,1540583
1,003,7,27,1693121
1,003,8,61,1884970
1,003,9,159,1993139
1,003,10,278,1834946
1,003,11,395,1606832
1,003,12,386,1225318
1,003,13,363,980817
1,003,14,375,827573
1,003,15,377,762693
1,003,16,269,597611
1,003,17,192,365118
1,003,18,124,228858
1,003,19,0,0
2,003,1,0,1503237
2,003,2,4,1610583
2,003,3,2,1672743
2,003,4,7,1690461
2,003,5,9,1570742
2,003,6,14,1530069
2,003,7,18,1683821
2,003,8,30,1901622
2,003,9,64,2018688
2,003,10,83,1866141
2,003,11,137,1654976
2,003,12,162,1299265
2,003,13,167,1086280
2,003,14,176,974531
2,003,15,206,979987
2,003,16,197,886478
2,003,17,139,648417
2,003,18,144,602444
2,003,19,0,0
1,004,1,0,1572093
1,004,2,0,1687978
1,004,3,0,1765490
1,004,4,0,1767338
1,004,5,0,1585894
1,004,6,3,1540583
1,004,7,2,1693121
1,004,8,4,1884970
1,004,9,2,1993139
1,004,10,7,1834946
1,004,11,9,1606832
1,004,12,12,1225318
1,004,13,20,980817
1,004,14,23,827573
1,004,15,23,762693
1,004,16,21,597611
1,004,17,19,365118
1,004,18,10,228858
1,004,19,0,0
2,004,1,0,1503237
2,004,2,0,1610583
2,004,3,0,1672743
2,004,4,0,1690461
2,004,5,0,1570742
2,004,6,0,1530069
2,004,7,0,1683821
2,004,8,0,1901622
2,004,9,3,2018688
2,004,10,2,1866141
2,004,11,4,1654976
2,004,12,3,1299265
2,004,13,8,1086280
2,004,14,11,974531
2,004,15,5,979987
2,004,16,13,886478
2,004,17,14,648417
2,004,18,8,602444
2,004,19,0,0
1,005,1,1,1572093
1,005,2,0,1687978
1,005,3,0,1765490
1,005,4,0,1767338
1,005,5,2,1585894
1,005,6,9,1540583
1,005,7,11,1693121
1,005,8,24,1884970
1,005,9,45,1993139
1,005,10,75,1834946
1,005,11,128,1606832
1,005,12,102,1225318
1,005,13,91,980817
1,005,14,108,827573
1,005,15,93,762693
1,005,16,66,597611
1,005,17,33,365118
1,005,18,25,228858
1,005,19,0,0
2,005,1,0,1503237
2,005,2,0,1610583
2,005,3,0,1672743
2,005,4,1,1690461
2,005,5,3,1570742
2,005,6,3,1530069
2,005,7,7,1683821
2,005,8,12,1901622
2,005,9,21,2018688
2,005,10,27,1866141
2,005,11,50,1654976
2,005,12,39,1299265
2,005,13,31,1086280
2,005,14,32,974531
2,005,15,61,979987
2,005,16,45,886478
2,005,17,29,648417
2,005,18,31,602444
2,005,19,0,0
1,006,1,0,1572093
1,006,2,0,1687978
1,006,3,0,1765490
1,006,4,0,1767338
1,006,5,0,1585894
1,006,6,2,1540583
1,006,7,2,1693121
1,006,8,7,1884970
1,006,9,27,1993139
1,006,10,40,1834946
1,006,11,76,1606832
1,006,12,64,1225318
1,006,13,51,980817
1,006,14,49,827573
1,006,15,47,762693
1,006,16,27,597611
1,006,17,15,365118
1,006,18,11,228858
1,006,19,0,0
2,006,1,0,1503237
2,006,2,0,1610583
2,006,3,0,1672743
2,006,4,0,1690461
2,006,5,0,1570742
2,006,6,0,1530069
2,006,7,1,1683821
2,006,8,3,1901622
2,006,9,6,2018688
2,006,10,9,1866141
2,006,11,14,1654976
2,006,12,14,1299265
2,006,13,15,1086280
2,006,14,17,974531
2,006,15,17,979987
2,006,16,13,886478
2,006,17,6,648417
2,006,18,9,602444
2,006,19,0,0
1,007,1,1,1572093
1,007,2,0,1687978
1,007,3,0,1765490
